Age,PSNR,SSIM,LPIPS,MAE,File,AgeGroup
10,21.27101,0.9103926848651529,0.5770693149696402,0.062408864,NCBCP354404_10mo_PTNetSynth.nii.gz,10-12m
13,20.013845,0.9147865995146687,0.5750672595202923,0.08002369,NCBCP354404_13mo_PTNetSynth.nii.gz,13-15m
22,21.043194,0.9089112829426083,0.5565631272605597,0.054349896,NCBCP354404_22mo_PTNetSynth.nii.gz,19-24m
18,22.610687,0.9141578057350211,0.5742470070042394,0.045523886,NCBCP406663_18mo_PTNetSynth.nii.gz,16-18m
24,18.938343,0.9029231937951756,0.5987613732685093,0.08507992,NCBCP406663_24mo_PTNetSynth.nii.gz,19-24m
10,18.280945,0.9040772920210826,0.5661741284245667,0.10107257,NCBCP412584_10mo_PTNetSynth.nii.gz,10-12m
13,19.830177,0.9054760046131443,0.5200685228140939,0.07480318,NCBCP412584_13mo_PTNetSynth.nii.gz,13-15m
19,19.49873,0.9005481992457844,0.6144618397018661,0.08148505,NCBCP493610_19mo_PTNetSynth.nii.gz,19-24m
10,18.641216,0.9138649813525888,0.5802362775885975,0.09912178,NCBCP509659_10mo_PTNetSynth.nii.gz,10-12m
13,20.770939,0.9123561105447261,0.5648403456442473,0.065464966,NCBCP509659_13mo_PTNetSynth.nii.gz,13-15m
12,19.831064,0.9036271832336242,0.5907735019772244,0.07817814,NCBCP518139_12mo_PTNetSynth.nii.gz,10-12m
15,20.035114,0.908988119315003,0.5989695397045078,0.076560006,NCBCP518139_15mo_PTNetSynth.nii.gz,13-15m
21,21.140419,0.9085867201573301,0.5402450406761378,0.05402613,NCBCP518139_21mo_PTNetSynth.nii.gz,19-24m
24,21.181353,0.9105147783055778,0.5299307545367475,0.05550333,NCBCP518139_24mo_PTNetSynth.nii.gz,19-24m
9,18.91542,0.9056090270466475,0.5815068721963367,0.093378216,NCBCP518139_9mo_PTNetSynth.nii.gz,7-9m
21,18.347595,0.9092768745072133,0.5869898330780767,0.10356251,NCBCP648807_21mo_PTNetSynth.nii.gz,19-24m
11,20.760784,0.919818033390913,0.5480574207661086,0.06592708,NCBCP675674_11mo_PTNetSynth.nii.gz,10-12m
10,19.13792,0.9127939729214507,0.5709234189113667,0.09131533,NCBCP683402_10mo_PTNetSynth.nii.gz,10-12m
22,20.688416,0.9163750975678306,0.5929654012010857,0.06816293,NCBCP683402_22mo_PTNetSynth.nii.gz,19-24m
24,19.597471,0.9242671847364415,0.5586784851191373,0.07759123,NCBCP774004_24mo_PTNetSynth.nii.gz,19-24m
6,19.897467,0.9007810949298171,0.5653262070201813,0.07291025,NCBCP945369_6mo_PTNetSynth.nii.gz,4-6m
16,21.056784,0.9101606837146021,0.5659440723329808,0.056130707,NCBCP999647_16mo_PTNetSynth.nii.gz,16-18m
